artist,poem name,text,syllables
Van Der Graaf Generator,A Plague Of Lighthouse Keepers (Medley),vii. The Clot Thickens,5
Van Der Graaf Generator,A Plague Of Lighthouse Keepers (Medley),WHERE is the God that guides my hand?,8
Van Der Graaf Generator,A Plague Of Lighthouse Keepers (Medley),HOW can the hands of others reach me?,9
Van Der Graaf Generator,A Plague Of Lighthouse Keepers (Medley),WHEN will I find what I grope for?,8
Van Der Graaf Generator,A Plague Of Lighthouse Keepers (Medley),WHO is going to teach me?,7
Van Der Graaf Generator,A Plague Of Lighthouse Keepers (Medley),I am me/me are we/we can't see,9
Van Der Graaf Generator,A Plague Of Lighthouse Keepers (Medley),any way out of here,6
Van Der Graaf Generator,A Plague Of Lighthouse Keepers (Medley),Crashing sea/atrophied history,9
Van Der Graaf Generator,A Plague Of Lighthouse Keepers (Medley),Chance has lost my Guinevere..,7
Van Der Graaf Generator,A Plague Of Lighthouse Keepers (Medley),I don't want to be one wave in the water,11
Van Der Graaf Generator,A Plague Of Lighthouse Keepers (Medley),But sea will drag me deep,6
Van Der Graaf Generator,A Plague Of Lighthouse Keepers (Medley),One more haggard DROWNED MAN..,6
Van Der Graaf Generator,A Plague Of Lighthouse Keepers (Medley),"I can see the Lemmings coming, but I know I'm just a man;",15
Van Der Graaf Generator,A Plague Of Lighthouse Keepers (Medley),Do I join or do I founder? Which can is the best I may?,15
Van Der Graaf Generator,A Plague Of Lighthouse Keepers (Medley),viii. Land's End Sineline/We Go Now,10
Van Der Graaf Generator,A Plague Of Lighthouse Keepers (Medley),"Oceans drifting sideways, I am pulled into the spell;",13
Van Der Graaf Generator,A Plague Of Lighthouse Keepers (Medley),I feel you around me... I know you well,10
Van Der Graaf Generator,A Plague Of Lighthouse Keepers (Medley),Stars slice horizons where the lines stand much too stark;,12
Van Der Graaf Generator,A Plague Of Lighthouse Keepers (Medley),I feel I am drowning... hands stretch in the dark,11
Van Der Graaf Generator,A Plague Of Lighthouse Keepers (Medley),"Camps of panoply and majesty, what is Freedom of Choice?",15
Van Der Graaf Generator,A Plague Of Lighthouse Keepers (Medley),Where do I stand in the pageantry... whose is my voice?,13
Van Der Graaf Generator,A Plague Of Lighthouse Keepers (Medley),It doesn't feel so very bad now: I think the end is the start,15
Van Der Graaf Generator,A Plague Of Lighthouse Keepers (Medley),Begin to feel very glad now,8
Van Der Graaf Generator,A Plague Of Lighthouse Keepers (Medley),ALL THINGS ARE A PART,5
Van Der Graaf Generator,A Plague Of Lighthouse Keepers (Medley),ALL THINGS ARE APART,5
Van Der Graaf Generator,After The Flood,"Continuing the story, humanity stumbles",13
Van Der Graaf Generator,After The Flood,"Gone is the glory, there's a far distant rumble",12
Van Der Graaf Generator,After The Flood,The clouds have gathered and exploded now,10
Van Der Graaf Generator,After The Flood,"Axis shattered, there is no North or South",10
Van Der Graaf Generator,After The Flood,"Far off, the ice is foundering slowly",10
Van Der Graaf Generator,After The Flood,The ice is turning to water,8
Van Der Graaf Generator,After The Flood,The water rushes over all,8
Van Der Graaf Generator,After The Flood,Cities crash in the mighty wave,8
Van Der Graaf Generator,After The Flood,The final man is very small,8
Van Der Graaf Generator,After The Flood,Plunging in for his final bathe,8
Van Der Graaf Generator,After The Flood,This is the ending of the beginning,10
Van Der Graaf Generator,After The Flood,This is the beginning of the end,9
Van Der Graaf Generator,After The Flood,"Middle of the middle, mid-point, end and start",11
Van Der Graaf Generator,After The Flood,"The first peak rises, forces the waves apart",11
Van Der Graaf Generator,After The Flood,"Far off, the ice is now reforming",9
Van Der Graaf Generator,After The Flood,Poles are fixed once more,5
Van Der Graaf Generator,After The Flood,Water's receding like death blood leaving,10
Van Der Graaf Generator,After The Flood,And when the water falls again,8
Van Der Graaf Generator,After The Flood,All is dead and nobody lives,8
Van Der Graaf Generator,After The Flood,"And then he said, every step appears to be",11
Van Der Graaf Generator,After The Flood,The unavoidable consequence of the preceding one,15
Van Der Graaf Generator,After The Flood,And in the end there beckons more and more clearly,12
Van Der Graaf Generator,After The Flood,Total annihilation',8
Van Der Graaf Generator,After The Flood,[Incomprehensible],6
Van Der Graaf Generator,Afterwards (Top Gear Session  1968),You stare out in yellow eyes,7
Van Der Graaf Generator,Afterwards (Top Gear Session  1968),Larger than my mind,5
Van Der Graaf Generator,Afterwards (Top Gear Session  1968),In viscous pools of joy,6
Van Der Graaf Generator,Afterwards (Top Gear Session  1968),"Relaxing, we glide",5
Van Der Graaf Generator,Afterwards (Top Gear Session  1968),It's all too beautiful,6
Van Der Graaf Generator,Afterwards (Top Gear Session  1968),For my mind to bear,5
Van Der Graaf Generator,Afterwards (Top Gear Session  1968),And as we shimmer into sleep,8
Van Der Graaf Generator,Afterwards (Top Gear Session  1968),Something's unshared,5
Van Der Graaf Generator,Afterwards (Top Gear Session  1968),But seeing the flower,6
Van Der Graaf Generator,Afterwards (Top Gear Session  1968),That was there yesterday,6
Van Der Graaf Generator,Afterwards (Top Gear Session  1968),A tear forms just behind,6
Van Der Graaf Generator,Afterwards (Top Gear Session  1968),The soft peace of your shades,6
Van Der Graaf Generator,Afterwards (Top Gear Session  1968),The world's too lonely,5
Van Der Graaf Generator,Afterwards (Top Gear Session  1968),For a message to slip,6
Van Der Graaf Generator,Afterwards (Top Gear Session  1968),But between the dying rails of peace,9
Van Der Graaf Generator,Afterwards (Top Gear Session  1968),You trip,2
Van Der Graaf Generator,Afterwards (Top Gear Session  1968),The petals that were blooming,7
Van Der Graaf Generator,Afterwards (Top Gear Session  1968),Are just paper in your hand,7
Van Der Graaf Generator,Afterwards (Top Gear Session  1968),"Your eyes, which were clear in the night",8
Van Der Graaf Generator,Afterwards (Top Gear Session  1968),Are opaque as you stand,6
Van Der Graaf Generator,Afterwards (Top Gear Session  1968),It was too beautiful,6
Van Der Graaf Generator,Afterwards (Top Gear Session  1968),For it to last,4
Van Der Graaf Generator,Afterwards (Top Gear Session  1968),These visions shimmer and fade out of,9
Van Der Graaf Generator,Afterwards (Top Gear Session  1968),The glass,2
Van Der Graaf Generator,Alfa Berlina,We do not have the lyrics for Alfa Berlina yet,14
Van Der Graaf Generator,All Over The Place,"Just one breath, and it's instant death",8
Van Der Graaf Generator,All Over The Place,it's the Aerosol Grey Machine,8
Van Der Graaf Generator,All Over The Place,You're walking along the road one day,9
Van Der Graaf Generator,All Over The Place,up comes a man dressed all in grey;,8
Van Der Graaf Generator,All Over The Place,he blows a little aerosol in your face,11
Van Der Graaf Generator,All Over The Place,and you find your mind's all over the place..,10
Van Der Graaf Generator,All Over The Place,"hype: ""Buy an Aerosol Grey Machine for your own home today""",15
Van Der Graaf Generator,All Over The Place,"dissent: ""Shan't. Shan't. I'm not going to""",9
Van Der Graaf Generator,All Over The Place,sniggersnigger. chortle,6
Van Der Graaf Generator,All That Before,"I don't know if I'm cracking up or just getting careless, is this room quite airless?",20
Van Der Graaf Generator,All That Before,"Just a minute, listen, did you hear that knock on the door?",14
Van Der Graaf Generator,All That Before,I'm going to have to write things down before I forget them,15
Van Der Graaf Generator,All That Before,"I can't find my glasses, I don't know where I left them",13
Van Der Graaf Generator,All That Before,"So I can't expect to get much on the visionary score, or did I say all that before?",23
Van Der Graaf Generator,All That Before,"Oh, stop me if you've heard this one before I get started",14
Van Der Graaf Generator,All That Before,"I can't find my mobile and I didn't charge it, it's a phantom target",17
Van Der Graaf Generator,All That Before,If I call myself I'll only get my voicemail once more,14
Van Der Graaf Generator,All That Before,I wish that I could pin things down before they escape me,14
Van Der Graaf Generator,All That Before,I can't find my car keys and it seems that lately,12
Van Der Graaf Generator,All That Before,"I have trouble even fitting them into the front door, or did I say all that before?",22
Van Der Graaf Generator,All That Before,"Oh, stop me if I'm banging on, trying to grab your attention",16
Van Der Graaf Generator,All That Before,I forget to mention I can't find my glasses,12
Van Der Graaf Generator,All That Before,But I think I bent them when I dropped them as I scrabbled for my phone on the floor,20
Van Der Graaf Generator,All That Before,"It seems I can't, I can't remember, I can't remember what I'm doing",18
Van Der Graaf Generator,All That Before,Although I flash that foolish grin that seemed so winning when I came in,17
Van Der Graaf Generator,All That Before,I'm beginning to see everything we've been is going to be forgotten,19
Van Der Graaf Generator,All That Before,"It's not a joke, or did I say that all before I spoke?",14
Van Der Graaf Generator,All That Before,"It's not a joke, or did I say all that before I spoke?",14
Van Der Graaf Generator,All That Before,"I can't find myself, what I'm looking for, and I've lost the thread of what I said before",21
Van Der Graaf Generator,Almost The Words,We do not have the lyrics for Almost the Words yet,13
Van Der Graaf Generator,Aloft,We do not have the lyrics for Aloft yet,11
Van Der Graaf Generator,Arrow,Stub towers in the distance,7
Van Der Graaf Generator,Arrow,Riders cross the blasted moor against the horizon,13
Van Der Graaf Generator,Arrow,Fickle promises of treaty,8
Van Der Graaf Generator,Arrow,"Fatal harbingers of war, futile orisons",12
Van Der Graaf Generator,Arrow,"Swirl as one in this flight, this mad chase",9
Van Der Graaf Generator,Arrow,This surge across the marshy mud landscape,10
Van Der Graaf Generator,Arrow,Until the meaning is forgotten,9
Van Der Graaf Generator,Arrow,Hood masks the eager face,6
Van Der Graaf Generator,Arrow,Skin stretched and sallow,5
Van Der Graaf Generator,Arrow,Headlong into the chilling night,8
Van Der Graaf Generator,Arrow,As swift as any arrow,7
Van Der Graaf Generator,Arrow,Feet against the flagstones,6
Van Der Graaf Generator,Arrow,"Fingers scrabbling at the lock, craving protection",12
Van Der Graaf Generator,Arrow,Sanctuary croaks a voice,7
Van Der Graaf Generator,Arrow,Half-strangled by the shock of its rejection,11
Van Der Graaf Generator,Arrow,"Shot the bolt in the wall, rusted the key",10
Van Der Graaf Generator,Arrow,Now the echoes of all frightful memory,11
Van Der Graaf Generator,Arrow,Intrude in the silence,6
Van Der Graaf Generator,Arrow,What a crawl against the slope,7
Van Der Graaf Generator,Arrow,Dark loom the gallows,5
Van Der Graaf Generator,Arrow,One touch to the chapel door,7
Van Der Graaf Generator,Arrow,How swiftly comes the arrow,7
Van Der Graaf Generator,Arrow,"Compassion you plead, as though they kept it in a box",13
Van Der Graaf Generator,Arrow,"Well, that's long since been empty",7
Van Der Graaf Generator,Arrow,I'd like to help you somehow but I'm in the self-same spot,14
Van Der Graaf Generator,Arrow,My condition exempts me,7
Van Der Graaf Generator,Arrow,We are all on the run on our knees,9
Van Der Graaf Generator,Arrow,The sundial draws a line upon eternity,13
Van Der Graaf Generator,Arrow,Across every number,6
Van Der Graaf Generator,Arrow,How long the time seems,5
Van Der Graaf Generator,Arrow,How dark the shadow,5
Van Der Graaf Generator,Arrow,How straight the eagle flies,6
Van Der Graaf Generator,Arrow,How straight towards his arrow,7
Van Der Graaf Generator,Arrow,How long the night is,5
Van Der Graaf Generator,Arrow,Why is this passage so narrow?,8
Van Der Graaf Generator,Arrow,How strange my body feels,6
Van Der Graaf Generator,Arrow,Impaled upon the arrow,7
Van Der Graaf Generator,Brought To Book,We do not have the lyrics for Brought to Book yet,12
Van Der Graaf Generator,Bunsho,I'd just done the best work,6
Van Der Graaf Generator,Bunsho,to fall into my hands for quite some time,10
Van Der Graaf Generator,Bunsho,of night oil I'd burned much,6
Van Der Graaf Generator,Bunsho,made sure both style and content were sublime,10
Van Der Graaf Generator,Bunsho,So I put it forward,6
Van Der Graaf Generator,Bunsho,to the public forum,6
Van Der Graaf Generator,Bunsho,in anticipation of my due acclaim,11
Van Der Graaf Generator,Bunsho,"And meanwhile, by contrast",6
Van Der Graaf Generator,Bunsho,"I'd penned a eulogy, pure workaday",10
Van Der Graaf Generator,Bunsho,"just hack work, just dashed off",6
Van Der Graaf Generator,Bunsho,packed full of prolix puff and sad cliche..,10
Van Der Graaf Generator,Bunsho,No-one can really tell,7
Van Der Graaf Generator,Bunsho,when their hand's been played out well,7
Van Der Graaf Generator,Bunsho,and I don't even know,6
Van Der Graaf Generator,Bunsho,how my own story goes,6
Van Der Graaf Generator,Bunsho,or if it's worth a jot,6
Van Der Graaf Generator,Bunsho,I can't see my stream,5
Van Der Graaf Generator,Bunsho,What I thought was perfect,6
Van Der Graaf Generator,Bunsho,what I thought was polished,6
Van Der Graaf Generator,Bunsho,no-one thought it worth much,6
Van Der Graaf Generator,Bunsho,and they made that clear,5
Van Der Graaf Generator,Bunsho,What I thought was worthless,6
Van Der Graaf Generator,Bunsho,merely repetition,6
Van Der Graaf Generator,Bunsho,somehow tugged the heartstrings,6
Van Der Graaf Generator,Bunsho,brought them all to tears,5
Van Der Graaf Generator,Bunsho,No-one can ever know,6
Van Der Graaf Generator,Bunsho,what of their own's their very best,8
Van Der Graaf Generator,Cat`S Eye  Yellow Fever (Running),"I was walking in the evening, I was",10
Van Der Graaf Generator,Cat`S Eye  Yellow Fever (Running),"looking for something good, clean, fine",8
Van Der Graaf Generator,Cat`S Eye  Yellow Fever (Running),"pure, straight, but instead I found",7
Van Der Graaf Generator,Cat`S Eye  Yellow Fever (Running),the bunker wall and gate,6
Van Der Graaf Generator,Cat`S Eye  Yellow Fever (Running),It was open: I was free. I gave a,10
Van Der Graaf Generator,Cat`S Eye  Yellow Fever (Running),token guarantee; though I later knew I,11
Van Der Graaf Generator,Cat`S Eye  Yellow Fever (Running),"had promised more, with an I.O.U",9
Van Der Graaf Generator,Cat`S Eye  Yellow Fever (Running),I could scarcely score my way... Oh But I herald Apocalypse anyway,19
Van Der Graaf Generator,Cat`S Eye  Yellow Fever (Running),I was a prime believer in the faith,10
Van Der Graaf Generator,Cat`S Eye  Yellow Fever (Running),of 'I': yellow fever in the cat's eye,10
Van Der Graaf Generator,Cat`S Eye  Yellow Fever (Running),And it's everything you,6
Van Der Graaf Generator,Cat`S Eye  Yellow Fever (Running),"want, own, love, hate, touch, dream",6
Van Der Graaf Generator,Cat`S Eye  Yellow Fever (Running),trust; and it's everything you need,8
Van Der Graaf Generator,Cat`S Eye  Yellow Fever (Running),"I got a heart like a rochet, I",9
Van Der Graaf Generator,Cat`S Eye  Yellow Fever (Running),"was out of control, I'd cleaned out",8
Van Der Graaf Generator,Cat`S Eye  Yellow Fever (Running),my pockets for some luck to show..,8
Van Der Graaf Generator,Cat`S Eye  Yellow Fever (Running),really looking like a hopeless case,10
Van Der Graaf Generator,Cat`S Eye  Yellow Fever (Running),"I found it in my hand, it was",8
Van Der Graaf Generator,Cat`S Eye  Yellow Fever (Running),the Angry Ace. He wants to talk to,9
Van Der Graaf Generator,Cat`S Eye  Yellow Fever (Running),"me, one on one, he wants to give",8
Van Der Graaf Generator,Cat`S Eye  Yellow Fever (Running),me his professional opinion... but,10
Van Der Graaf Generator,Cat`S Eye  Yellow Fever (Running),I'm running; I just can't wait,7
Van Der Graaf Generator,Cat`S Eye  Yellow Fever (Running),I haven't got a moment to anticipate;,11
Van Der Graaf Generator,Cat`S Eye  Yellow Fever (Running),"yes, I'm running, I just can't stop",8
Van Der Graaf Generator,Cat`S Eye  Yellow Fever (Running),I've got to get to the bottom just to,10
Van Der Graaf Generator,Cat`S Eye  Yellow Fever (Running),"get to the top, I've got the dark",8
Van Der Graaf Generator,Cat`S Eye  Yellow Fever (Running),"alleys and the open skies, I got",9
Van Der Graaf Generator,Cat`S Eye  Yellow Fever (Running),the yellow fever from the cat's eye,9
Van Der Graaf Generator,Cat`S Eye  Yellow Fever (Running),I'll let you know how it goes in the ninth life,11
Van Der Graaf Generator,Chemical World,Hammill,2
Van Der Graaf Generator,Chemical World,"""Well what's the harm?",4
Van Der Graaf Generator,Chemical World,It's good clean fun..,4
Van Der Graaf Generator,Chemical World,Why don't you just,4
Van Der Graaf Generator,Chemical World,Go on and have another one?,8
Van Der Graaf Generator,Chemical World,When there's hanky-panky in the,8
Van Der Graaf Generator,Chemical World,"Boardroom, wooly-bully on the farm",9
Van Der Graaf Generator,Chemical World,What's the harm?,3
Van Der Graaf Generator,Chemical World,It's quite allright -,4
Van Der Graaf Generator,Chemical World,I mean to say,4
Van Der Graaf Generator,Chemical World,"Tomorrow's just another day...""",8
Van Der Graaf Generator,Chemical World,"Oh, but in the morning",6
Van Der Graaf Generator,Chemical World,But in the morning haze,6
Van Der Graaf Generator,Chemical World,Will you still feel as fine,6
Van Der Graaf Generator,Chemical World,Will you still need to trade,6
Van Der Graaf Generator,Chemical World,Day for night?,3
Van Der Graaf Generator,Chemical World,In the country of the blind,7
Van Der Graaf Generator,Chemical World,The one-eyed man is king;,6
Van Der Graaf Generator,Chemical World,"In the country of the sheep, they call him",10
Van Der Graaf Generator,Chemical World,Cyclops,2
Van Der Graaf Generator,Chemical World,And the quality of mind is such a,10
Van Der Graaf Generator,Chemical World,Tenuous thing that here you need it,9
Van Der Graaf Generator,Chemical World,Like a blind man needs eye drops,7
Van Der Graaf Generator,Chemical World,"Get out of that back room, this vacuum",10
Van Der Graaf Generator,Chemical World,"It attracts you, but in fact you",8
Van Der Graaf Generator,Chemical World,Don't know quite what it is,6
Van Der Graaf Generator,Chemical World,You're being sapped of everything,8
Van Der Graaf Generator,Chemical World,You once valued so highly..,7
Van Der Graaf Generator,Chemical World,Will you still feel as strong,6
Van Der Graaf Generator,Chemical World,Will you still long for weakness to come?,9
Van Der Graaf Generator,Chemical World,It's a Chemical World..,6
Van Der Graaf Generator,Chemical World,Not a candidate ever fails;,8
Van Der Graaf Generator,Chemical World,Though you search for the Holy Grail,8
Van Der Graaf Generator,Chemical World,You're not going to find it,7
Van Der Graaf Generator,Chemical World,In the Chemical World,6
Van Der Graaf Generator,Chemical World,A sleeper train; you can't escape;,8
Van Der Graaf Generator,Chemical World,Fast overnight the ticker-tape,8
Van Der Graaf Generator,Chemical World,Oh but in the morning,6
Van Der Graaf Generator,Chemical World,Will the market have turned,6
Van Der Graaf Generator,Chemical World,Will there be no more days left to trade?,9
Van Der Graaf Generator,Chemical World,It's the Chemical World,6
Van Der Graaf Generator,Chemical World,And from the moment that it's embraced,9
Van Der Graaf Generator,Chemical World,All the diamonds turn to paste..,7
Van Der Graaf Generator,Chemical World,"Yeah, you think you'll look so pretty -",8
Van Der Graaf Generator,Chemical World,It's gonna blow up in your face,8
Van Der Graaf Generator,Chemical World,"""It's just the time, so slow to pass",8
Van Der Graaf Generator,Chemical World,"It's just the drug... it doesn't last...""",7
Van Der Graaf Generator,Darkness (Sounds Of The 70S Session  1971),"Day dawns dark, it now numbers infinity",11
Van Der Graaf Generator,Darkness (Sounds Of The 70S Session  1971),"Life crawls from the past, watching in wonder",10
Van Der Graaf Generator,Darkness (Sounds Of The 70S Session  1971),I trace it's patterns in me,7
Van Der Graaf Generator,Darkness (Sounds Of The 70S Session  1971),Tomorrow's tomorrow is birth again,10
Van Der Graaf Generator,Darkness (Sounds Of The 70S Session  1971),Boats burn the bridge in the fens;,7
Van Der Graaf Generator,Darkness (Sounds Of The 70S Session  1971),The time of the past returns to my life,10
Van Der Graaf Generator,Darkness (Sounds Of The 70S Session  1971),And uses it,4
Van Der Graaf Generator,Darkness (Sounds Of The 70S Session  1971),Don't blame me for the letters that may form in the sand;,13
Van Der Graaf Generator,Darkness (Sounds Of The 70S Session  1971),"Don't look in my eyes, you may see all the numbers",12
Van Der Graaf Generator,Darkness (Sounds Of The 70S Session  1971),That stretch in my sky and colour my hand,10
Van Der Graaf Generator,Darkness (Sounds Of The 70S Session  1971),Don't say that I'm wrong in imagining,10
Van Der Graaf Generator,Darkness (Sounds Of The 70S Session  1971),That the voice of my life cannot sing,9
Van Der Graaf Generator,Darkness (Sounds Of The 70S Session  1971),Fate enters and talks in old words,8
Van Der Graaf Generator,Darkness (Sounds Of The 70S Session  1971),They amuse it,4
Van Der Graaf Generator,Darkness (Sounds Of The 70S Session  1971),The hands shine darkly and white: only in dark they appear,14
Van Der Graaf Generator,Darkness (Sounds Of The 70S Session  1971),Bless the baby born today,7
Van Der Graaf Generator,Darkness (Sounds Of The 70S Session  1971),"Flying in pitch, flying on fear",8
Van Der Graaf Generator,Darkness (Sounds Of The 70S Session  1971),They shine in my eyes and touch my face,9
Van Der Graaf Generator,Darkness (Sounds Of The 70S Session  1971),Where I have seen them placed before;,8
Van Der Graaf Generator,Darkness (Sounds Of The 70S Session  1971),"Don't blame me, please, for the fate that falls",9
Van Der Graaf Generator,Darkness (Sounds Of The 70S Session  1971),I did not choose it,5
Van Der Graaf Generator,Darkness (Sounds Of The 70S Session  1971),"I did not, no no, I did not",8
Van Der Graaf Generator,Darkness (Sounds Of The 70S Session  1971),I truly did not choose it,7
Van Der Graaf Generator,Door,"He's a blind man, crouching by the pavement",10
Van Der Graaf Generator,Door,only seeing with his third eye,8
Van Der Graaf Generator,Door,and clutching at the astral shadow,9
Van Der Graaf Generator,Door,of every passer-by,6
Van Der Graaf Generator,Door,"He's a wise man, trumping all the answers;",10
Van Der Graaf Generator,Door,"she's a wild girl, trying to keep his feet on the floor",13
Van Der Graaf Generator,Door,in whispered physical litanies,9
Van Der Graaf Generator,Door,"""Stay away from the door.""",6
Van Der Graaf Generator,Door,"""Oh, but we're all in this together,"" he says",11
Van Der Graaf Generator,Door,"""three-legged race across the floor;",7
Van Der Graaf Generator,Door,if only you'd loosen the handkerchief,10
Van Der Graaf Generator,Door,"then I'd forget about the door.""",8
Van Der Graaf Generator,Door,"""Ooh, that feels so much better,"" he says",9
Van Der Graaf Generator,Door,"""now you forget everything that I've said before",12
Van Der Graaf Generator,Door,and sit there all by yourself,7
Van Der Graaf Generator,Door,"while I walk through the door.""",6
Van Der Graaf Generator,Door,They're a blind man crouching by the pavement,10
Van Der Graaf Generator,Door,of the door of a room,6
Van Der Graaf Generator,Door,called 'I',2
Van Der Graaf Generator,Drop Dead,"A charmed circle on the dance floor, a spell-binding display",14
Van Der Graaf Generator,Drop Dead,"It's rather more than he bargained for, Snow White or Morgan le Fay",16
Van Der Graaf Generator,Drop Dead,"""Drop dead, drop dead"" she said",6
Van Der Graaf Generator,Drop Dead,"Hey, big man, let testosterone flow, flex the muscles like a monkey",17
Van Der Graaf Generator,Drop Dead,"The male plumage is all puffed up in show but the girls know how to debunk it, yeah",20
Van Der Graaf Generator,Drop Dead,"""Drop dead, drop head"" she said",6
Van Der Graaf Generator,Drop Dead,In a sense some men are always caught in adolescence,14
Van Der Graaf Generator,Drop Dead,Trying to crack the mystery girl cocoon,11
Van Der Graaf Generator,Drop Dead,It doesn't take a wicked witch to point out obsolescence,14
Van Der Graaf Generator,Drop Dead,Is a state they might wake up to pretty soon,11
Van Der Graaf Generator,Drop Dead,Is it any wonder when they hone that perfect put-down,14
Van Der Graaf Generator,Drop Dead,To deflate the macho tough guy male buffoon?,11
Van Der Graaf Generator,Embarrassing Kid,Embarrassing kid looks into the mirror,11
Van Der Graaf Generator,Embarrassing Kid,and grins like an idiot at his own face,11
Van Der Graaf Generator,Embarrassing Kid,For as long he lives he will not be delivered,12
Van Der Graaf Generator,Embarrassing Kid,"from the stuff that he did, from his teenage mistakes",12
Van Der Graaf Generator,Embarrassing Kid,I can barely believe it,7
Van Der Graaf Generator,Embarrassing Kid,how I went and let the old school down,9
Van Der Graaf Generator,Embarrassing Kid,"Yeah, whatever can I have been thinking of?",11
Van Der Graaf Generator,Embarrassing Kid,"Embarrassing kid, I squirm at the memory",12
Van Der Graaf Generator,Embarrassing Kid,try to bang down the lid on the can of worms,11
Van Der Graaf Generator,Embarrassing Kid,It remains pretty strange and uncomfortable territory,16
Van Der Graaf Generator,Embarrassing Kid,"where my secrets are hidden, however absurd",12
Van Der Graaf Generator,Embarrassing Kid,I can hardly conceal it,7
Van Der Graaf Generator,Embarrassing Kid,how my ashen face got drained of blood,9
Van Der Graaf Generator,Embarrassing Kid,"Yeah, everybody can have a damn good laugh",11
Van Der Graaf Generator,Embarrassing Kid,"Embarrassing kid, you don't know the half of it",12
Van Der Graaf Generator,Embarrassing Kid,but I'd stake a few quid you've got gaffes of your own,12
Van Der Graaf Generator,Embarrassing Kid,Take a look at yourself and you might have to laugh a bit..,14
Van Der Graaf Generator,Embarrassing Kid,"but the teeth that you grit, well at least they're your own",12
Van Der Graaf Generator,Embarrassing Kid,And yes at the end of the day,8
Van Der Graaf Generator,Embarrassing Kid,we get what we've given away,8
Van Der Graaf Generator,Embarrassing Kid,you bet: our eternal embarrassment,10
Van Der Graaf Generator,Forever Falling,We do not have the lyrics for Forever Falling yet,14
Van Der Graaf Generator,Go,We do not have the lyrics for Go yet,10
Van Der Graaf Generator,Highly Strung,"The beat, the beat at my temples;",8
Van Der Graaf Generator,Highly Strung,"my pulse, my pulse in a rush",7
Van Der Graaf Generator,Highly Strung,I'm feeling increasingly mental,9
Van Der Graaf Generator,Highly Strung,"legs shaking , my face flushed",6
Van Der Graaf Generator,Highly Strung,The lights so bright in a dazzle,8
Van Der Graaf Generator,Highly Strung,the pumping that thumps at my chest,8
Van Der Graaf Generator,Highly Strung,I'm feeling increasingly frazzled,9
Van Der Graaf Generator,Highly Strung,"need some comfort, need some bedrest",8
Van Der Graaf Generator,Highly Strung,or some kind of intervention,8
Van Der Graaf Generator,Highly Strung,cold sweat beading up on my brow,8
Van Der Graaf Generator,Highly Strung,the hairs on my neck at attention,9
Van Der Graaf Generator,Highly Strung,I don't know why but somehow,7
Van Der Graaf Generator,Highly Strung,"I'm highly strung, I'm stressed as hell",8
Van Der Graaf Generator,Highly Strung,"I bite my tongue, I hold my breath as well",10
Van Der Graaf Generator,Highly Strung,"The iron lung, the diving bell..",8
Van Der Graaf Generator,Highly Strung,"time to depressurise, my nerves are shot to hell",12
Van Der Graaf Generator,Highly Strung,"The beat, the heat is astounding",8
Van Der Graaf Generator,Highly Strung,"the pressure, the tension full-blown",8
Van Der Graaf Generator,Highly Strung,the static is cracking around me,9
Van Der Graaf Generator,Highly Strung,"I can't hold on, I can't let go..",8
Van Der Graaf Generator,Highly Strung,"I'm highly strung, panic attack",8
Van Der Graaf Generator,Highly Strung,"can't do this one, can't go on with the act",10
Van Der Graaf Generator,Highly Strung,I'm frozen on the topmost rung,8
Van Der Graaf Generator,Highly Strung,"I can't go on, I'm just too highly strung",10
Van Der Graaf Generator,Highly Strung,Hold her steady as she goes,7
Van Der Graaf Generator,Highly Strung,"just be ready, on your toes",7
Van Der Graaf Generator,Highly Strung,hold her steady...there she blows,7
Van Der Graaf Generator,Highly Strung,"The case is shut, the song is sung",8
Van Der Graaf Generator,Highly Strung,the wire's been cut and the acrobat's well hung,11
Van Der Graaf Generator,House With No Door,There's a house with no door and I'm living there,11
Van Der Graaf Generator,House With No Door,At nights it gets so cold and the days are hard to bear inside,15
Van Der Graaf Generator,House With No Door,"There's a house with no roof, so the rain creeps in",11
Van Der Graaf Generator,House With No Door,Falling through my head as I try to think out time,12
Van Der Graaf Generator,House With No Door,"I don't know you, you say you know me, that may be so",13
Van Der Graaf Generator,House With No Door,There's so much that I am unsure of,9
Van Der Graaf Generator,House With No Door,"You call my name, but it sounds unreal, I forget how I feel",16
Van Der Graaf Generator,House With No Door,My body's rejecting the cure,8
Van Der Graaf Generator,House With No Door,"There's a house with no bell, but then nobody calls",12
Van Der Graaf Generator,House With No Door,"I sometimes find it hard to tell if any are alive at all, outside",18
Van Der Graaf Generator,House With No Door,"There's a house with no sound, yes, it's quiet there",11
Van Der Graaf Generator,House With No Door,There's not much point in words if there's no one to share in time,14
Van Der Graaf Generator,House With No Door,"I've learned my lines, I know them so well, I am ready to tell",15
Van Der Graaf Generator,House With No Door,Whoever will finally come in,9
Van Der Graaf Generator,House With No Door,"Of the line in my mind that's cold in the night, it doesn't seem right",15
Van Der Graaf Generator,House With No Door,"When there's that little dark figure, running, somebody help me",15
Van Der Graaf Generator,House With No Door,"There's a house with no door, there's no living there",11
Van Der Graaf Generator,House With No Door,"One day it became a wall, well I didn't really care at the time",17
Van Der Graaf Generator,House With No Door,"There's a house with no light, all the windows are sealed",12
Van Der Graaf Generator,House With No Door,Overtaxed and strained,5
